datetime,cpu,mem
Fri Sep  1 15:36:16 UTC 2023,6.1,4200506
Fri Sep  1 15:36:18 UTC 2023,6.1,4170795
Fri Sep  1 15:37:40 UTC 2023,28,4097909
Fri Sep  1 15:37:42 UTC 2023,6.3,3972163
Fri Sep  1 15:37:44 UTC 2023,6.3,4093063
Fri Sep  1 15:37:46 UTC 2023,6.3,4049606
Fri Sep  1 15:39:08 UTC 2023,4.9,4115561
Fri Sep  1 15:39:10 UTC 2023,18,3996013
Fri Sep  1 15:39:12 UTC 2023,18,4120228
Fri Sep  1 15:39:14 UTC 2023,18,4088548
Fri Sep  1 15:40:36 UTC 2023,26,3876481
Fri Sep  1 15:40:38 UTC 2023,6.3,3798601
Fri Sep  1 15:40:41 UTC 2023,6.3,3940573
Fri Sep  1 15:40:43 UTC 2023,6.3,3927006
Fri Sep  1 15:42:05 UTC 2023,38,4010934
Fri Sep  1 15:42:07 UTC 2023,7.5,3832879
Fri Sep  1 15:42:09 UTC 2023,7.5,3988705
Fri Sep  1 15:42:12 UTC 2023,7.5,3972343
Fri Sep  1 15:43:33 UTC 2023,42,4068904
Fri Sep  1 15:43:36 UTC 2023,7.8,3927078
Fri Sep  1 15:43:38 UTC 2023,7.8,4035354
Fri Sep  1 15:43:40 UTC 2023,7.8,4018221
Fri Sep  1 15:45:02 UTC 2023,8.9,3819290
Fri Sep  1 15:45:04 UTC 2023,7.7,3669688
Fri Sep  1 15:45:06 UTC 2023,7.7,3743588
Fri Sep  1 15:45:08 UTC 2023,7.7,3714817
Fri Sep  1 15:46:30 UTC 2023,21,3850126
Fri Sep  1 15:46:32 UTC 2023,6.5,3667852
Fri Sep  1 15:46:34 UTC 2023,6.5,3669869
Fri Sep  1 15:46:37 UTC 2023,6.5,3645093
Fri Sep  1 15:47:59 UTC 2023,16,3675324
Fri Sep  1 15:48:01 UTC 2023,5.8,3676443
Fri Sep  1 15:48:03 UTC 2023,5.8,3678137
Fri Sep  1 15:48:05 UTC 2023,5.8,3657904
Fri Sep  1 15:49:27 UTC 2023,4.8,4177327
Fri Sep  1 15:49:29 UTC 2023,10,4072497
Fri Sep  1 15:49:31 UTC 2023,10,4113766
Fri Sep  1 15:49:33 UTC 2023,10,4075887
Fri Sep  1 15:50:55 UTC 2023,22,4083969
Fri Sep  1 15:50:57 UTC 2023,6,4016005
Fri Sep  1 15:50:59 UTC 2023,6,3946067
Fri Sep  1 15:51:01 UTC 2023,6,3908116
Fri Sep  1 15:52:23 UTC 2023,22,3969284
Fri Sep  1 15:52:26 UTC 2023,5.7,3902815
Fri Sep  1 15:52:28 UTC 2023,5.7,3943980
Fri Sep  1 15:52:30 UTC 2023,5.7,3912437
Fri Sep  1 15:53:52 UTC 2023,39,4022262
Fri Sep  1 15:53:54 UTC 2023,39,3937291
Fri Sep  1 15:53:56 UTC 2023,39,3935761
Fri Sep  1 15:53:58 UTC 2023,38,3890917
Fri Sep  1 15:55:20 UTC 2023,38,3846807
Fri Sep  1 15:55:23 UTC 2023,7.7,3849018
Fri Sep  1 15:55:25 UTC 2023,7.7,3849758
Fri Sep  1 15:55:27 UTC 2023,7.7,3798294
Fri Sep  1 15:56:49 UTC 2023,18,3796368
Fri Sep  1 15:56:51 UTC 2023,5.9,3797870
Fri Sep  1 15:56:53 UTC 2023,5.9,3798585
Fri Sep  1 15:56:55 UTC 2023,5.9,3729065
Fri Sep  1 15:58:17 UTC 2023,19,3646295
Fri Sep  1 15:58:19 UTC 2023,6.2,3645807
Fri Sep  1 15:58:21 UTC 2023,6.2,3651022
Fri Sep  1 15:58:24 UTC 2023,6.2,3637898
Fri Sep  1 15:59:45 UTC 2023,5.5,3679060
Fri Sep  1 15:59:47 UTC 2023,6.9,3680815
Fri Sep  1 15:59:50 UTC 2023,6.9,3676222
Fri Sep  1 15:59:52 UTC 2023,6.9,3691632
Fri Sep  1 16:01:14 UTC 2023,16,3729799
Fri Sep  1 16:01:16 UTC 2023,6.7,3729142
Fri Sep  1 16:01:19 UTC 2023,6.7,3727005
Fri Sep  1 16:01:21 UTC 2023,16,3705895
Fri Sep  1 16:02:43 UTC 2023,16,4107166
Fri Sep  1 16:02:45 UTC 2023,7.3,4024235
Fri Sep  1 16:02:47 UTC 2023,7.3,4093046
Fri Sep  1 16:02:49 UTC 2023,7.3,3999503
Fri Sep  1 16:04:11 UTC 2023,4.8,3862927
Fri Sep  1 16:04:13 UTC 2023,13,3798027
Fri Sep  1 16:04:15 UTC 2023,13,3840969
Fri Sep  1 16:04:18 UTC 2023,13,3802182
Fri Sep  1 16:05:39 UTC 2023,22,3771035
Fri Sep  1 16:05:42 UTC 2023,6.2,3706467
Fri Sep  1 16:05:44 UTC 2023,6.2,3747392
Fri Sep  1 16:05:46 UTC 2023,6.2,3709061
Fri Sep  1 16:07:08 UTC 2023,22,3587760
Fri Sep  1 16:07:10 UTC 2023,6.1,3561708
Fri Sep  1 16:07:12 UTC 2023,6.1,3583361
Fri Sep  1 16:07:14 UTC 2023,6.1,3529675
Fri Sep  1 16:08:36 UTC 2023,19,3632959
Fri Sep  1 16:08:38 UTC 2023,6.1,3627714
Fri Sep  1 16:08:41 UTC 2023,6.1,3629173
Fri Sep  1 16:08:43 UTC 2023,6.1,3554668
Fri Sep  1 16:10:04 UTC 2023,7.7,3900594
Fri Sep  1 16:10:07 UTC 2023,5.9,3878269
Fri Sep  1 16:10:09 UTC 2023,5.9,3895926
Fri Sep  1 16:10:11 UTC 2023,5.9,3841753
Fri Sep  1 16:11:33 UTC 2023,19,4000017
Fri Sep  1 16:11:35 UTC 2023,6.3,3968325
Fri Sep  1 16:11:38 UTC 2023,6.3,4026939
Fri Sep  1 16:11:40 UTC 2023,6.3,3981601
Fri Sep  1 16:13:01 UTC 2023,19,3867260
Fri Sep  1 16:13:04 UTC 2023,6,3868860
Fri Sep  1 16:13:06 UTC 2023,6,3871218
Fri Sep  1 16:13:08 UTC 2023,6,3865765
Fri Sep  1 16:14:30 UTC 2023,5.1,3874924
Fri Sep  1 16:14:32 UTC 2023,7.5,3876780
Fri Sep  1 16:14:34 UTC 2023,7.5,3878837
Fri Sep  1 16:14:36 UTC 2023,7.5,3867459
Fri Sep  1 16:15:58 UTC 2023,16,4084788
Fri Sep  1 16:16:00 UTC 2023,5.8,4030714
Fri Sep  1 16:16:03 UTC 2023,5.8,4076029
Fri Sep  1 16:16:05 UTC 2023,5.8,4051913
Fri Sep  1 16:17:27 UTC 2023,30,4142343
Fri Sep  1 16:17:29 UTC 2023,6.2,4079523
Fri Sep  1 16:17:31 UTC 2023,6.2,4119621
Fri Sep  1 16:17:33 UTC 2023,6.2,4082336
Fri Sep  1 16:18:55 UTC 2023,22,4175094
Fri Sep  1 16:18:57 UTC 2023,5.8,4022975
Fri Sep  1 16:19:00 UTC 2023,5.8,4064900
Fri Sep  1 16:19:02 UTC 2023,5.8,4027091
Fri Sep  1 16:20:23 UTC 2023,22,3882981
Fri Sep  1 16:20:26 UTC 2023,6.1,3876303
Fri Sep  1 16:20:28 UTC 2023,6.1,3878329
Fri Sep  1 16:20:30 UTC 2023,6.1,3803535
Fri Sep  1 16:21:52 UTC 2023,20,4043910
Fri Sep  1 16:21:54 UTC 2023,6.3,3982933
Fri Sep  1 16:21:57 UTC 2023,6.3,3972183
Fri Sep  1 16:21:59 UTC 2023,6.3,3917396
Fri Sep  1 16:23:20 UTC 2023,24,3926927
Fri Sep  1 16:23:23 UTC 2023,6.2,3915844
Fri Sep  1 16:23:25 UTC 2023,6.2,3923132
Fri Sep  1 16:23:28 UTC 2023,6.2,3821306
Fri Sep  1 16:24:49 UTC 2023,3.9,4031866
Fri Sep  1 16:24:51 UTC 2023,6.6,4028848
Fri Sep  1 16:24:53 UTC 2023,6.6,4037972
Fri Sep  1 16:24:55 UTC 2023,6.6,4014154
Fri Sep  1 16:26:17 UTC 2023,19,4058266
Fri Sep  1 16:26:19 UTC 2023,5.9,3949938
Fri Sep  1 16:26:21 UTC 2023,5.9,3952185
Fri Sep  1 16:26:23 UTC 2023,5.9,3929048
Fri Sep  1 16:27:45 UTC 2023,16,3922768
Fri Sep  1 16:27:47 UTC 2023,5.7,3924355
Fri Sep  1 16:27:49 UTC 2023,5.7,3926137
Fri Sep  1 16:27:51 UTC 2023,5.7,3914143
Fri Sep  1 16:29:13 UTC 2023,4.4,4128431
Fri Sep  1 16:29:16 UTC 2023,10,4063937
Fri Sep  1 16:29:18 UTC 2023,10,4105337
Fri Sep  1 16:29:20 UTC 2023,10,4067375
Fri Sep  1 16:30:42 UTC 2023,21,4148138
Fri Sep  1 16:30:44 UTC 2023,5.7,4094616
Fri Sep  1 16:30:46 UTC 2023,5.7,4135488
Fri Sep  1 16:30:48 UTC 2023,5.7,4094174
Fri Sep  1 16:32:10 UTC 2023,22,4191354
Fri Sep  1 16:32:12 UTC 2023,5.7,4127222
Fri Sep  1 16:32:14 UTC 2023,5.7,4168385
Fri Sep  1 16:32:16 UTC 2023,5.7,4126881
Fri Sep  1 16:33:38 UTC 2023,22,4017156
Fri Sep  1 16:33:40 UTC 2023,6.1,3996971
Fri Sep  1 16:33:42 UTC 2023,6.1,4012626
Fri Sep  1 16:33:44 UTC 2023,6.1,3882253
Fri Sep  1 16:35:06 UTC 2023,8,3897193
Fri Sep  1 16:35:08 UTC 2023,5.8,3884081
Fri Sep  1 16:35:11 UTC 2023,5.8,3892592
Fri Sep  1 16:35:13 UTC 2023,5.8,3838274
Fri Sep  1 16:36:34 UTC 2023,20,3917110
Fri Sep  1 16:36:37 UTC 2023,6.4,3904247
Fri Sep  1 16:36:39 UTC 2023,6.4,3906513
Fri Sep  1 16:36:41 UTC 2023,6.4,3851933
Fri Sep  1 16:38:03 UTC 2023,19,4002306
Fri Sep  1 16:38:05 UTC 2023,5.9,3938737
Fri Sep  1 16:38:07 UTC 2023,5.9,4006299
Fri Sep  1 16:38:09 UTC 2023,5.9,3982218
Fri Sep  1 16:39:31 UTC 2023,4.8,3762977
Fri Sep  1 16:39:33 UTC 2023,8.7,3764955
Fri Sep  1 16:39:35 UTC 2023,8.7,3766809
Fri Sep  1 16:39:37 UTC 2023,8.7,3759706
Fri Sep  1 16:40:59 UTC 2023,16,3823748
Fri Sep  1 16:41:01 UTC 2023,5.9,3825091
Fri Sep  1 16:41:03 UTC 2023,5.9,3826767
Fri Sep  1 16:41:05 UTC 2023,5.9,3786802
Fri Sep  1 16:42:27 UTC 2023,16,4045902
Fri Sep  1 16:42:29 UTC 2023,5.8,3981138
Fri Sep  1 16:42:31 UTC 2023,5.8,4021789
Fri Sep  1 16:42:33 UTC 2023,5.8,4010664
Fri Sep  1 16:43:55 UTC 2023,22,4067808
Fri Sep  1 16:43:57 UTC 2023,5.8,4001461
Fri Sep  1 16:43:59 UTC 2023,5.8,4044751
Fri Sep  1 16:44:01 UTC 2023,5.8,4002973
Fri Sep  1 16:45:24 UTC 2023,21,4095643
Fri Sep  1 16:45:26 UTC 2023,5.8,4032351
Fri Sep  1 16:45:28 UTC 2023,5.8,4072881
Fri Sep  1 16:45:30 UTC 2023,5.8,4032703
Fri Sep  1 16:46:52 UTC 2023,22,3929233
Fri Sep  1 16:46:54 UTC 2023,6.5,3909762
Fri Sep  1 16:46:57 UTC 2023,6.5,3926125
Fri Sep  1 16:46:59 UTC 2023,6.5,3865602
Fri Sep  1 16:48:21 UTC 2023,20,3938320
Fri Sep  1 16:48:23 UTC 2023,6.5,3877064
Fri Sep  1 16:48:25 UTC 2023,6.5,3884395
Fri Sep  1 16:48:27 UTC 2023,6.5,3823644
Fri Sep  1 16:49:49 UTC 2023,6.7,3776878
Fri Sep  1 16:49:51 UTC 2023,7.5,3776718
Fri Sep  1 16:49:54 UTC 2023,7.5,3778307
Fri Sep  1 16:49:56 UTC 2023,7.5,3625930
Fri Sep  1 16:51:18 UTC 2023,20,3674711
Fri Sep  1 16:51:20 UTC 2023,6.5,3674624
Fri Sep  1 16:51:22 UTC 2023,6.5,3681950
Fri Sep  1 16:51:24 UTC 2023,6.5,3667006
Fri Sep  1 16:52:46 UTC 2023,19,3697323
Fri Sep  1 16:52:48 UTC 2023,5.9,3700190
Fri Sep  1 16:52:50 UTC 2023,5.9,3702264
Fri Sep  1 16:52:52 UTC 2023,5.9,3701193
Fri Sep  1 16:54:14 UTC 2023,4.7,3978116
Fri Sep  1 16:54:16 UTC 2023,11,3980449
Fri Sep  1 16:54:18 UTC 2023,11,3976222
Fri Sep  1 16:54:20 UTC 2023,11,3964005
Fri Sep  1 16:55:42 UTC 2023,17,4124322
Fri Sep  1 16:55:45 UTC 2023,5.7,4059772
Fri Sep  1 16:55:47 UTC 2023,5.7,4111995
Fri Sep  1 16:55:49 UTC 2023,5.7,4076935
Fri Sep  1 16:57:11 UTC 2023,24,4039490
Fri Sep  1 16:57:13 UTC 2023,5.9,3974690
Fri Sep  1 16:57:15 UTC 2023,5.9,4016224
Fri Sep  1 16:57:17 UTC 2023,5.9,3985495
Fri Sep  1 16:58:39 UTC 2023,22,4069050
Fri Sep  1 16:58:41 UTC 2023,5.8,4004327
Fri Sep  1 16:58:43 UTC 2023,5.8,4046092
Fri Sep  1 16:58:45 UTC 2023,5.8,4007039
Fri Sep  1 17:00:07 UTC 2023,7.8,3909291
Fri Sep  1 17:00:09 UTC 2023,7.1,3901858
Fri Sep  1 17:00:12 UTC 2023,7.1,3905420
Fri Sep  1 17:00:14 UTC 2023,7.1,3602907
Fri Sep  1 17:01:35 UTC 2023,8.1,3920370
Fri Sep  1 17:01:38 UTC 2023,6.6,3915982
Fri Sep  1 17:01:40 UTC 2023,6.6,3916853
Fri Sep  1 17:01:43 UTC 2023,6.6,3616024
Fri Sep  1 17:03:04 UTC 2023,19,3871776
Fri Sep  1 17:03:06 UTC 2023,6.8,3866995
Fri Sep  1 17:03:09 UTC 2023,6.8,3868763
Fri Sep  1 17:03:11 UTC 2023,6.8,3577339
Fri Sep  1 17:04:32 UTC 2023,5.1,3713799
Fri Sep  1 17:04:35 UTC 2023,7.4,3648770
Fri Sep  1 17:04:37 UTC 2023,7.4,3719016
Fri Sep  1 17:04:39 UTC 2023,7.4,3704679
Fri Sep  1 17:06:01 UTC 2023,19,3743275
Fri Sep  1 17:06:03 UTC 2023,6.2,3744595
Fri Sep  1 17:06:05 UTC 2023,6.2,3746413
Fri Sep  1 17:06:07 UTC 2023,6.2,3733325
Fri Sep  1 17:07:29 UTC 2023,16,3769153
Fri Sep  1 17:07:31 UTC 2023,5.9,3770459
Fri Sep  1 17:07:33 UTC 2023,5.9,3772162
Fri Sep  1 17:07:35 UTC 2023,5.9,3778271
Fri Sep  1 17:08:57 UTC 2023,16,4168046
Fri Sep  1 17:08:59 UTC 2023,5.8,4103139
Fri Sep  1 17:09:01 UTC 2023,5.8,4144745
Fri Sep  1 17:09:03 UTC 2023,5.8,4113934
Fri Sep  1 17:10:25 UTC 2023,22,4087027
Fri Sep  1 17:10:27 UTC 2023,5.9,4023077
Fri Sep  1 17:10:29 UTC 2023,5.9,4063554
Fri Sep  1 17:10:31 UTC 2023,5.9,4020808
Fri Sep  1 17:11:54 UTC 2023,21,4088817
Fri Sep  1 17:11:56 UTC 2023,5.9,4025291
Fri Sep  1 17:11:58 UTC 2023,5.9,4067608
Fri Sep  1 17:12:00 UTC 2023,5.9,4023222
Fri Sep  1 17:13:22 UTC 2023,22,3917874
Fri Sep  1 17:13:25 UTC 2023,6.7,3911655
Fri Sep  1 17:13:27 UTC 2023,6.7,3913912
Fri Sep  1 17:13:29 UTC 2023,6.7,3756842
Fri Sep  1 17:14:51 UTC 2023,6.1,4006348
Fri Sep  1 17:14:53 UTC 2023,7.1,4001322
Fri Sep  1 17:14:56 UTC 2023,7.1,4002783
Fri Sep  1 17:14:58 UTC 2023,7.1,3903414
Fri Sep  1 17:16:19 UTC 2023,19,4015326
Fri Sep  1 17:16:22 UTC 2023,7.4,4009200
Fri Sep  1 17:16:24 UTC 2023,7.4,4014073
Fri Sep  1 17:16:27 UTC 2023,19,3702876
Fri Sep  1 17:17:48 UTC 2023,19,3884039
