--------- beginning of main
09-02 17:27:17.722 14031 14031 E adbd    : recv: OPEN 0002479e 00000000 0086:73 68 65 6C 6C 2C 76 32 2C 54 45 52 4D 3D 78 74 65 72 6D 2D 32 35 36 63 6F 6C 6F 72 2C 72 61 77 3A 61 6D 20 73 74 61 72 74 20 2D 53 20 2D 61 20 61 6E 64 72 6F 69 64 2E 69 6E 74 65 6E 74 2E 61 63 74 69 6F 6E 2E 56 49 45 57 20 2D 6E 20 63 6F 6D 2E 6F 70 65 72 61 2E 62 72 6F 77 73 65 72 2F 63 6F 6D 2E 6F 70 65 72 61 2E 4F 70 65 72 61 20 2D 2D 61 63 74 69 76 69 74 79 2D 63 6C 65 61 72 2D 74 61 73 6B 00 
09-02 17:27:17.722 14031 14031 E adbd    : service_to_fd: shell,v2,TERM=xterm-256color,raw:am start -S -a android.intent.action.VIEW -n com.opera.browser/com.opera.Opera --activity-clear-task
09-02 17:27:21.337  6534  6534 W ResourceType: For resource 0x7f150588, entry index(1416) is beyond type entryCount(281)
09-02 17:27:21.337  6534  6534 W ResourceType: For resource 0x7f15059f, entry index(1439) is beyond type entryCount(281)
09-02 17:27:21.337  6534  6534 W ResourceType: For resource 0x7f150649, entry index(1609) is beyond type entryCount(281)
09-02 17:27:21.337  6534  6534 W ResourceType: For resource 0x7f150442, entry index(1090) is beyond type entryCount(281)
09-02 17:27:21.337  6534  6534 W ResourceType: For resource 0x7f150718, entry index(1816) is beyond type entryCount(281)
09-02 17:27:21.337  6534  6534 W ResourceType: For resource 0x7f15017c, entry index(380) is beyond type entryCount(281)
09-02 17:27:21.337  6534  6534 W ResourceType: For resource 0x7f15059d, entry index(1437) is beyond type entryCount(281)
09-02 17:27:21.337  6534  6534 W ResourceType: For resource 0x7f15020a, entry index(522) is beyond type entryCount(281)
09-02 17:27:21.337  6534  6534 W ResourceType: For resource 0x7f150586, entry index(1414) is beyond type entryCount(281)
09-02 17:27:21.337  6534  6534 W ResourceType: For resource 0x7f15071c, entry index(1820) is beyond type entryCount(281)
09-02 17:27:21.337  6534  6534 W ResourceType: For resource 0x7f1502af, entry index(687) is beyond type entryCount(281)
09-02 17:27:21.337  6534  6534 W ResourceType: For resource 0x7f150274, entry index(628) is beyond type entryCount(281)
09-02 17:27:21.337  6534  6534 W ResourceType: For resource 0x7f150244, entry index(580) is beyond type entryCount(281)
09-02 17:27:21.337  6534  6534 W ResourceType: For resource 0x7f150274, entry index(628) is beyond type entryCount(281)
09-02 17:27:21.337  6534  6534 W ResourceType: For resource 0x7f150372, entry index(882) is beyond type entryCount(281)
09-02 17:27:21.338  6534  6534 W ResourceType: For resource 0x7f15035b, entry index(859) is beyond type entryCount(281)
09-02 17:27:21.338  6534  6534 W ResourceType: For resource 0x7f15035c, entry index(860) is beyond type entryCount(281)
09-02 17:27:21.338  6534  6534 W ResourceType: For resource 0x7f1502ad, entry index(685) is beyond type entryCount(281)
09-02 17:27:21.338  6534  6534 W ResourceType: For resource 0x7f150565, entry index(1381) is beyond type entryCount(281)
09-02 17:27:21.338  6534  6534 W ResourceType: For resource 0x7f150567, entry index(1383) is beyond type entryCount(281)
09-02 17:27:21.338  6534  6534 W ResourceType: For resource 0x7f150241, entry index(577) is beyond type entryCount(281)
09-02 17:27:21.338  6534  6534 I chatty  : uid=10158(u0_a158) identical 2 lines
09-02 17:27:21.338  6534  6534 W ResourceType: For resource 0x7f150241, entry index(577) is beyond type entryCount(281)
09-02 17:27:21.339  6534  6534 W ResourceType: For resource 0x7f15033b, entry index(827) is beyond type entryCount(281)
09-02 17:27:21.339  6534  6534 W ResourceType: For resource 0x7f150241, entry index(577) is beyond type entryCount(281)
09-02 17:27:21.339  6534  6534 W ResourceType: For resource 0x7f15033b, entry index(827) is beyond type entryCount(281)
09-02 17:27:21.339  6534  6534 W ResourceType: For resource 0x7f150728, entry index(1832) is beyond type entryCount(281)
09-02 17:27:21.339  6534  6534 W ResourceType: For resource 0x7f15033b, entry index(827) is beyond type entryCount(281)
09-02 17:27:21.339  6534  6534 W ResourceType: For resource 0x7f150728, entry index(1832) is beyond type entryCount(281)
09-02 17:27:21.339  6534  6534 W ResourceType: For resource 0x7f15033b, entry index(827) is beyond type entryCount(281)
09-02 17:27:21.339  6534  6534 W ResourceType: For resource 0x7f150728, entry index(1832) is beyond type entryCount(281)
09-02 17:27:21.339  6534  6534 W ResourceType: For resource 0x7f15033b, entry index(827) is beyond type entryCount(281)
09-02 17:27:21.339  6534  6534 W ResourceType: For resource 0x7f150728, entry index(1832) is beyond type entryCount(281)
09-02 17:27:21.339  6534  6534 W ResourceType: For resource 0x7f15033b, entry index(827) is beyond type entryCount(281)
09-02 17:27:21.339  6534  6534 W ResourceType: For resource 0x7f150728, entry index(1832) is beyond type entryCount(281)
09-02 17:27:21.339  6534  6534 W ResourceType: For resource 0x7f15033b, entry index(827) is beyond type entryCount(281)
09-02 17:27:21.339  6534  6534 W ResourceType: For resource 0x7f150728, entry index(1832) is beyond type entryCount(281)
09-02 17:27:21.339  6534  6534 W ResourceType: For resource 0x7f15033b, entry index(827) is beyond type entryCount(281)
09-02 17:27:21.339  6534  6534 W ResourceType: For resource 0x7f150728, entry index(1832) is beyond type entryCount(281)
09-02 17:27:21.339  6534  6534 W ResourceType: For resource 0x7f15033b, entry index(827) is beyond type entryCount(281)
09-02 17:27:21.339  6534  6534 W ResourceType: For resource 0x7f150728, entry index(1832) is beyond type entryCount(281)
09-02 17:27:21.339  6534  6534 W ResourceType: For resource 0x7f15033b, entry index(827) is beyond type entryCount(281)
09-02 17:27:21.339  6534  6534 W ResourceType: For resource 0x7f150728, entry index(1832) is beyond type entryCount(281)
09-02 17:27:21.340  6534  6534 W ResourceType: For resource 0x7f150247, entry index(583) is beyond type entryCount(281)
09-02 17:27:21.340  6534  6534 W ResourceType: For resource 0x7f150247, entry index(583) is beyond type entryCount(281)
09-02 17:27:21.340  6534  6534 W ResourceType: For resource 0x7f15050e, entry index(1294) is beyond type entryCount(281)
09-02 17:27:21.340  6534  6534 W ResourceType: For resource 0x7f15061f, entry index(1567) is beyond type entryCount(281)
09-02 17:27:21.340  6534  6534 W ResourceType: For resource 0x7f15061f, entry index(1567) is beyond type entryCount(281)
09-02 17:27:21.340  6534  6534 W ResourceType: For resource 0x7f15058c, entry index(1420) is beyond type entryCount(281)
09-02 17:27:21.340  6534  6534 W ResourceType: For resource 0x7f150590, entry index(1424) is beyond type entryCount(281)
09-02 17:27:21.340  6534  6534 W ResourceType: For resource 0x7f15058e, entry index(1422) is beyond type entryCount(281)
09-02 17:27:21.340  6534  6534 W ResourceType: For resource 0x7f1504c3, entry index(1219) is beyond type entryCount(281)
09-02 17:27:21.340  6534  6534 W ResourceType: For resource 0x7f15059e, entry index(1438) is beyond type entryCount(281)
09-02 17:27:21.340  6534  6534 W ResourceType: For resource 0x7f150282, entry index(642) is beyond type entryCount(281)
09-02 17:27:21.340  6534  6534 W ResourceType: For resource 0x7f1504c3, entry index(1219) is beyond type entryCount(281)
09-02 17:27:21.341  6534  6534 W ResourceType: For resource 0x7f150719, entry index(1817) is beyond type entryCount(281)
09-02 17:27:21.341  6534  6534 W ResourceType: For resource 0x7f150578, entry index(1400) is beyond type entryCount(281)
09-02 17:27:21.341  6534  6534 W ResourceType: For resource 0x7f150284, entry index(644) is beyond type entryCount(281)
09-02 17:27:21.341  6534  6534 W ResourceType: For resource 0x7f150579, entry index(1401) is beyond type entryCount(281)
09-02 17:27:21.341  6534  6534 W ResourceType: For resource 0x7f1505e7, entry index(1511) is beyond type entryCount(281)
09-02 17:27:21.341  6534  6534 W ResourceType: For resource 0x7f15071e, entry index(1822) is beyond type entryCount(281)
09-02 17:27:21.341  6534  6534 I chatty  : uid=10158(u0_a158) identical 2 lines
09-02 17:27:21.341  6534  6534 W ResourceType: For resource 0x7f15071e, entry index(1822) is beyond type entryCount(281)
09-02 17:27:21.341  6534  6534 W ResourceType: For resource 0x7f150580, entry index(1408) is beyond type entryCount(281)
09-02 17:27:21.341  6534  6534 W ResourceType: For resource 0x7f15071e, entry index(1822) is beyond type entryCount(281)
09-02 17:27:21.341  6534  6534 W ResourceType: For resource 0x7f15017b, entry index(379) is beyond type entryCount(281)
09-02 17:27:21.341  6534  6534 W ResourceType: For resource 0x7f150283, entry index(643) is beyond type entryCount(281)
09-02 17:27:21.341  6534  6534 W ResourceType: For resource 0x7f1505a2, entry index(1442) is beyond type entryCount(281)
09-02 17:27:21.341  6534  6534 W ResourceType: For resource 0x7f1506f4, entry index(1780) is beyond type entryCount(281)
09-02 17:27:21.341  6534  6534 W ResourceType: For resource 0x7f150588, entry index(1416) is beyond type entryCount(281)
09-02 17:27:21.341  6534  6534 W ResourceType: For resource 0x7f15059f, entry index(1439) is beyond type entryCount(281)
09-02 17:27:21.341  6534  6534 W ResourceType: For resource 0x7f150649, entry index(1609) is beyond type entryCount(281)
09-02 17:27:21.341  6534  6534 W ResourceType: For resource 0x7f150442, entry index(1090) is beyond type entryCount(281)
09-02 17:27:21.341  6534  6534 W ResourceType: For resource 0x7f150718, entry index(1816) is beyond type entryCount(281)
09-02 17:27:21.341  6534  6534 W ResourceType: For resource 0x7f15017c, entry index(380) is beyond type entryCount(281)
09-02 17:27:21.341  6534  6534 W ResourceType: For resource 0x7f15059d, entry index(1437) is beyond type entryCount(281)
09-02 17:27:21.341  6534  6534 W ResourceType: For resource 0x7f15020a, entry index(522) is beyond type entryCount(281)
09-02 17:27:21.341  6534  6534 W ResourceType: For resource 0x7f150586, entry index(1414) is beyond type entryCount(281)
09-02 17:27:21.341  6534  6534 W ResourceType: For resource 0x7f15071c, entry index(1820) is beyond type entryCount(281)
09-02 17:27:21.341  6534  6534 W ResourceType: For resource 0x7f1502af, entry index(687) is beyond type entryCount(281)
09-02 17:27:21.341  6534  6534 W ResourceType: For resource 0x7f150274, entry index(628) is beyond type entryCount(281)
09-02 17:27:21.341  6534  6534 W ResourceType: For resource 0x7f150244, entry index(580) is beyond type entryCount(281)
09-02 17:27:21.341  6534  6534 W ResourceType: For resource 0x7f150274, entry index(628) is beyond type entryCount(281)
09-02 17:27:21.341  6534  6534 W ResourceType: For resource 0x7f150372, entry index(882) is beyond type entryCount(281)
09-02 17:27:21.341  6534  6534 W ResourceType: For resource 0x7f15035b, entry index(859) is beyond type entryCount(281)
09-02 17:27:21.341  6534  6534 W ResourceType: For resource 0x7f15035c, entry index(860) is beyond type entryCount(281)
09-02 17:27:21.341  6534  6534 W ResourceType: For resource 0x7f1502ad, entry index(685) is beyond type entryCount(281)
09-02 17:27:21.341  6534  6534 W ResourceType: For resource 0x7f150565, entry index(1381) is beyond type entryCount(281)
09-02 17:27:21.341  6534  6534 W ResourceType: For resource 0x7f150567, entry index(1383) is beyond type entryCount(281)
09-02 17:27:21.341  6534  6534 W ResourceType: For resource 0x7f150247, entry index(583) is beyond type entryCount(281)
09-02 17:27:21.341  6534  6534 I chatty  : uid=10158(u0_a158) identical 2 lines
09-02 17:27:21.341  6534  6534 W ResourceType: For resource 0x7f150247, entry index(583) is beyond type entryCount(281)
09-02 17:27:21.342  6534  6534 W ResourceType: For resource 0x7f15033c, entry index(828) is beyond type entryCount(281)
09-02 17:27:21.342  6534  6534 W ResourceType: For resource 0x7f150247, entry index(583) is beyond type entryCount(281)
09-02 17:27:21.342  6534  6534 W ResourceType: For resource 0x7f15033c, entry index(828) is beyond type entryCount(281)
09-02 17:27:21.342  6534  6534 W ResourceType: For resource 0x7f150728, entry index(1832) is beyond type entryCount(281)
09-02 17:27:21.342  6534  6534 W ResourceType: For resource 0x7f15033c, entry index(828) is beyond type entryCount(281)
09-02 17:27:21.342  6534  6534 W ResourceType: For resource 0x7f150728, entry index(1832) is beyond type entryCount(281)
09-02 17:27:21.342  6534  6534 W ResourceType: For resource 0x7f15033c, entry index(828) is beyond type entryCount(281)
09-02 17:27:21.342  6534  6534 W ResourceType: For resource 0x7f150728, entry index(1832) is beyond type entryCount(281)
09-02 17:27:21.342  6534  6534 W ResourceType: For resource 0x7f15033c, entry index(828) is beyond type entryCount(281)
09-02 17:27:21.342  6534  6534 W ResourceType: For resource 0x7f150728, entry index(1832) is beyond type entryCount(281)
09-02 17:27:21.342  6534  6534 W ResourceType: For resource 0x7f15033c, entry index(828) is beyond type entryCount(281)
09-02 17:27:21.343  6534  6534 W ResourceType: For resource 0x7f150728, entry index(1832) is beyond type entryCount(281)
09-02 17:27:21.343  6534  6534 W ResourceType: For resource 0x7f15033c, entry index(828) is beyond type entryCount(281)
09-02 17:27:21.343  6534  6534 W ResourceType: For resource 0x7f150728, entry index(1832) is beyond type entryCount(281)
09-02 17:27:21.343  6534  6534 W ResourceType: For resource 0x7f15033c, entry index(828) is beyond type entryCount(281)
09-02 17:27:21.343  6534  6534 W ResourceType: For resource 0x7f150728, entry index(1832) is beyond type entryCount(281)
09-02 17:27:21.343  6534  6534 W ResourceType: For resource 0x7f15033c, entry index(828) is beyond type entryCount(281)
09-02 17:27:21.343  6534  6534 W ResourceType: For resource 0x7f150728, entry index(1832) is beyond type entryCount(281)
09-02 17:27:21.343  6534  6534 W ResourceType: For resource 0x7f15033c, entry index(828) is beyond type entryCount(281)
09-02 17:27:21.343  6534  6534 W ResourceType: For resource 0x7f150728, entry index(1832) is beyond type entryCount(281)
09-02 17:27:21.343  6534  6534 W ResourceType: For resource 0x7f15050e, entry index(1294) is beyond type entryCount(281)
09-02 17:27:21.343  6534  6534 W ResourceType: For resource 0x7f15061f, entry index(1567) is beyond type entryCount(281)
09-02 17:27:21.343  6534  6534 W ResourceType: For resource 0x7f15061f, entry index(1567) is beyond type entryCount(281)
09-02 17:27:21.343  6534  6534 W ResourceType: For resource 0x7f15058c, entry index(1420) is beyond type entryCount(281)
09-02 17:27:21.343  6534  6534 W ResourceType: For resource 0x7f150590, entry index(1424) is beyond type entryCount(281)
09-02 17:27:21.343  6534  6534 W ResourceType: For resource 0x7f15058e, entry index(1422) is beyond type entryCount(281)
09-02 17:27:21.343  6534  6534 W ResourceType: For resource 0x7f1504c3, entry index(1219) is beyond type entryCount(281)
09-02 17:27:21.343  6534  6534 W ResourceType: For resource 0x7f15059e, entry index(1438) is beyond type entryCount(281)
09-02 17:27:21.343  6534  6534 W ResourceType: For resource 0x7f150282, entry index(642) is beyond type entryCount(281)
09-02 17:27:21.343  6534  6534 W ResourceType: For resource 0x7f1504c3, entry index(1219) is beyond type entryCount(281)
09-02 17:27:21.343  6534  6534 W ResourceType: For resource 0x7f150719, entry index(1817) is beyond type entryCount(281)
09-02 17:27:21.343  6534  6534 W ResourceType: For resource 0x7f150578, entry index(1400) is beyond type entryCount(281)
09-02 17:27:21.343  6534  6534 W ResourceType: For resource 0x7f150284, entry index(644) is beyond type entryCount(281)
09-02 17:27:21.343  6534  6534 W ResourceType: For resource 0x7f150579, entry index(1401) is beyond type entryCount(281)
09-02 17:27:21.343  6534  6534 W ResourceType: For resource 0x7f1505e7, entry index(1511) is beyond type entryCount(281)
09-02 17:27:21.343  6534  6534 W ResourceType: For resource 0x7f15071e, entry index(1822) is beyond type entryCount(281)
09-02 17:27:21.343  6534  6534 I chatty  : uid=10158(u0_a158) identical 2 lines
09-02 17:27:21.343  6534  6534 W ResourceType: For resource 0x7f15071e, entry index(1822) is beyond type entryCount(281)
09-02 17:27:21.343  6534  6534 W ResourceType: For resource 0x7f150580, entry index(1408) is beyond type entryCount(281)
09-02 17:27:21.343  6534  6534 W ResourceType: For resource 0x7f15071e, entry index(1822) is beyond type entryCount(281)
09-02 17:27:21.343  6534  6534 W ResourceType: For resource 0x7f15017b, entry index(379) is beyond type entryCount(281)
09-02 17:27:21.343  6534  6534 W ResourceType: For resource 0x7f150283, entry index(643) is beyond type entryCount(281)
09-02 17:27:21.343  6534  6534 W ResourceType: For resource 0x7f1505a2, entry index(1442) is beyond type entryCount(281)
